Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Verb_freq
contorts,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
contused,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
contusing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
convalesced,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
convalesces,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
convoluting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
convulses,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cooping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
copulated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
copycatted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cornhusks,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cosigning,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
counterattacking,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
countermine,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
counteroffers,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cozed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
crackbrained,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
crang,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
crawfished,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cremates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
creviced,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
crimpling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
crisping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
crooking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
crosspatch,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
crost,6,2,1,1,0.12,0.8451,0.02,0.4771,name,4.0,0.67,name.verb.noun,4.1.1,1
cruds,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,4.0,0.8,noun.verb,4.1,1
cubage,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cudbear,3,1,3,1,0.06,0.6021,0.01,0.301,noun,2.0,0.67,noun.verb,2.1,1
cultch,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
curtseying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
curtsies,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
cyaniding,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
cystogram,7,1,7,1,0.14,0.9031,0.01,0.301,noun,6.0,0.86,noun.verb,6.1,1
dadburned,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
daggered,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dangering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dankish,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
darns,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dawdled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
daymare,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
deafens,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
debagging,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
debrided,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
debriding,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
decamping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
decapitates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
decompensate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
decompensating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
deconsecrate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
deconsecrated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
decontrols,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
decorticate,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
decoupaging,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
decuple,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
deescalate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
deescalating,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
defatting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
defervescing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
defet,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
defibrillating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
defrock,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
degaussed,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.verb,2.1,1
dehorned,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dehorning,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dehorns,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dehumanise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dehumanizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dehydrates,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
deigning,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
demagnetized,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.name,1.1,1
demagnetizing,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dematerializing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
demonizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
demotes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
demount,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
denned,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
denominating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dentalized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
depersonalized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
depressurise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
depressurizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
deprogrammers,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
desensitised,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
desensitizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
desisting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
deskbound,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
detering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
detesting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
detoxed,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
detrain,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
detrained,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
devaluate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
devaluated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
diagramed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dialogued,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dialyze,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
diaphragming,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dibber,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
digitalize,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dignifies,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
digresses,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
dillydallying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dinked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
diplex,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disarrange,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disassociates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disboweled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
discoed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
discoing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
discombobulate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
discomforted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disconcerts,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disconfirm,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disemboweling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disentwine,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disgorging,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disheartens,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dishonouring,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disillusions,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disinheriting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disjoin,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dislocates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dismasted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disorientates,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dispossesses,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
disseat,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dissimulate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dissimulated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dizaine,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
dogfaces,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,noun,3.0,0.75,noun.verb,3.1,1
dognapped,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
doohickeys,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
doornails,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
doover,8,1,0,0,0.16,0.9542,0.01,0.301,name,7.0,0.88,name.verb,7.1,1
dossed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
downcourt,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
dragonroot,3,2,2,2,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
dragooned,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
drolling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
drownded,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
drownding,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
drowses,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
duddle,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
duding,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
durned,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
dyked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
echolocate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
effed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
effervesce,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
effervesces,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
efflorescing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
effused,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
elating,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
electrifies,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
elopes,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
emasculates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
embargoing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
embezzles,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
embush,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
emove,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
empennage,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,1.0,verb,1,1
enamour,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
encoring,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
encrust,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
enfilading,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
engirdled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
englished,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
englishing,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
engraves,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
enmesh,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ennobles,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
enrapture,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
enshroud,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
enslaver,3,2,2,2,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
ensouled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
enterprised,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
entify,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
entombing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
entrechat,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
enured,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
enwrought,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
epicures,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
ermined,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
eroticize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
erythrosine,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
escheated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
espece,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
euchring,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
evangelised,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
everywheres,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
evildoing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
excided,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
excommunicating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
execrate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
exfiltrate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
exhumating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
exorcized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
expectorated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
expender,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
expiating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
expirate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
expulse,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
externalised,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
eyess,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
faceup,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
faddle,9,6,5,3,0.18,1.0,0.07,0.8451,noun,8.0,0.89,noun.verb,8.1,1
faffs,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fagots,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fallowed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
famish,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,1
fanjet,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fatheaded,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,1
fathoming,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fatting,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fattish,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
featherbrain,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fecundated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
feedbag,10,9,9,8,0.2,1.0414,0.11,1.0,noun,9.0,0.9,noun.verb,9.1,1
fellate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fennig,19,3,0,0,0.37,1.301,0.04,0.6021,name,18.0,0.95,name.verb,18.1,1
fessing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
feting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fetishize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fictionalize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fieldstrip,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
filmgoer,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
fireplugs,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
fireproofed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
firring,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fixates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
flams,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
flang,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
flapdoodle,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
fleabags,5,4,4,3,0.1,0.7782,0.05,0.6990000000000001,noun,4.0,0.8,noun.verb,4.1,1
fleing,4,1,0,0,0.08,0.6990000000000001,0.01,0.301,name,3.0,0.75,name.verb,3.1,1
flensing,3,1,0,0,0.06,0.6021,0.01,0.301,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
flumadiddle,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
flumps,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fluoroscoped,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fluoroscoping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
flustering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
flyflap,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
flyspeck,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,noun,3.0,0.75,noun.verb,3.1,1
footling,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.verb,2.1,1
foreswear,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
forethink,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
forgathering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fornicates,3,3,2,2,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
forswore,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fortyish,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fountained,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
foxhunt,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
fractioned,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
frapped,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fraternised,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fraternizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
frazzles,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
freckling,10,3,1,1,0.2,1.0414,0.04,0.6021,name,9.0,0.9,name.verb,9.1,1
frenched,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
friending,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
frighting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
frisks,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
frizzed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
frogface,3,1,2,1,0.06,0.6021,0.01,0.301,noun,2.0,0.67,noun.verb,2.1,1
frow,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
frutex,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fuchsine,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
funned,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
fusils,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
gaffed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gaiting,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
gallivant,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gallivanted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
galoots,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,noun,4.0,0.8,noun.verb,4.1,1
galosh,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
gamboled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gamboling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ganef,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
garbles,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
garbling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gargled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gaslighting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gatecrash,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gawp,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gawping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gelatinized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gentrify,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
genuflected,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
