Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Noun_freq
clinks,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.noun,3.1,1
clodhopper,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clomping,4,4,3,3,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.noun,3.1,1
clote,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clotter,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clownishness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clunks,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.noun,3.1,1
coagulator,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coalsack,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coatrooms,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cocinera,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cockalorum,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cockcrow,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cockerels,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cockfighter,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cockneys,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cocksy,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cockup,3,2,1,1,0.06,0.6021,0.02,0.4771,name,2.0,0.67,name.noun,2.1,1
cocoas,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
codependents,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
codlings,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cohanim,2,1,0,0,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.name,1.1,1
cohos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coign,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cokey,3,3,1,1,0.06,0.6021,0.04,0.6021,name,2.0,0.67,name.noun,2.1,1
coldcock,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
colics,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
colourist,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
colourization,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
colporteurs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
commers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
communer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
communicability,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
compeers,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
complicator,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
compromiser,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
compulsiveness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
conches,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
conchie,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
condescensions,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
condole,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
confessant,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
confrere,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
confucians,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
confuser,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
congelation,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
conglomerations,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
conniptions,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
connivers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
conspirer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
consubstantiation,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
consulto,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
consumation,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
consummations,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
consumptives,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
contagions,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
contester,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
continuums,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
contorts,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
contriteness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
contriver,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
controlment,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
conveniency,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
conversationalists,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cooer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coonhounds,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coonskins,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cootch,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cooty,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
copernicans,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coproducer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
copulates,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
copyhold,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coracobrachialis,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coracoid,2,2,2,2,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.adjective,1.1,1
coraggio,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
corncracker,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
corncrib,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cornstalks,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cornuto,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
corpuses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
corruptness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coruscation,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
costumier,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cottoner,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cougher,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coulisse,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
counteractant,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
counteragent,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
counterirritant,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
countermine,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
counterorder,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
counterplay,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
counterpuncher,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
counterspies,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
countinghouse,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
countrywomen,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cousinhood,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
coveys,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
covin,7,2,0,0,0.14,0.9031,0.02,0.4771,name,5.0,0.83,name.noun,5.1,1
cowlings,5,2,0,0,0.1,0.7782,0.02,0.4771,name,4.0,0.8,name.noun,4.1,1
cowmen,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cowpat,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cowpath,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cowpats,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cowpunchers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cowsheds,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cozenage,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crackups,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crambo,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
craniums,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crapes,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crapshooter,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crapshooters,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crassness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crawlspaces,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
creepies,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cremator,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
creosotes,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crepey,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crepitation,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crepitus,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cresyl,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cringle,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crinite,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crinums,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
criollos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crispiness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crisscrosses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crocheter,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crookery,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crosscurrent,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crossjack,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crossness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crosspatch,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
crosstie,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crosstrees,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crost,6,2,1,1,0.12,0.8451,0.02,0.4771,name,4.0,0.67,name.verb.noun,4.1.1,1
crotchets,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crowberries,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crowberry,5,1,0,0,0.1,0.7782,0.01,0.301,name,4.0,0.8,name.noun,4.1,1
crumblings,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crumminess,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crumps,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
crunchiness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cruppers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cryobiologist,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cryptograph,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cryptologist,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cryptonym,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cryptos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cubbyholes,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cubeb,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cuddlier,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cullies,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cumquat,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cunningness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
curbstones,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
curcas,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
curlylocks,2,1,0,0,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.name,1.1,1
curn,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
curtsies,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
cuspids,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cussedness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cuttlebone,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cyclos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cygnets,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cyme,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cytosines,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
daddle,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dancery,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dancette,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
danseur,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
darb,4,2,1,1,0.08,0.6990000000000001,0.02,0.4771,name,3.0,0.75,name.noun,3.1,1
darer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
darknesses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
davenports,3,3,1,1,0.06,0.6021,0.04,0.6021,name,2.0,0.67,name.noun,2.1,1
dawny,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
daydreamers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
daymare,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
deaconship,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deactivator,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deading,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deadliness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deadweights,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deaness,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deathin,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
debaucher,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
debriefs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decaliters,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decapods,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decathlete,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decencies,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decigram,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decilitre,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decolletage,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decolouration,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decomposure,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decondition,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
decorticate,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
deerhorn,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deescalation,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deformers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
degausser,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deject,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dekes,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
delator,3,2,1,1,0.06,0.6021,0.02,0.4771,name,2.0,0.67,name.noun,2.1,1
delouse,4,4,2,2,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.noun,3.1,1
demeanors,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
demimonde,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
demonism,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
demonstrandum,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
demoralizer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
demurring,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
demurs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
denaturalization,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
denazification,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dendroid,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
denseness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
denty,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deposer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deprave,3,3,3,3,0.06,0.6021,0.04,0.6021,verb,2.0,0.67,verb.noun,2.1,1
deputes,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dermatome,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dermographia,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
derrieres,2,2,1,1,0.04,0.4771,0.02,0.4771,noun,1.0,1.0,noun,1,1
derringers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
desecrater,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
desecrator,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
desiccate,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
desperateness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
despert,2,2,0,0,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.name,1.1,1
dethronement,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
detractions,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
devastators,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
developmentalist,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deviationism,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
devilishness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
deviltry,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
devirginator,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
devoutness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dewlap,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dewlaps,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dextrocardia,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dhole,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
diabolism,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
diabolist,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
diacetylene,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dialectician,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
diaster,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
diazomethane,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dichondra,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dicier,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
didacticism,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
diddles,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
didos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
digresses,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
diker,7,1,0,0,0.14,0.9031,0.01,0.301,name,6.0,0.86,name.noun,6.1,1
dilettanti,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dimethyltryptamine,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
diminuendo,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dimwittedness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dinkies,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dinnery,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
diphenyls,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
diphthongization,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
diplococci,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dipsomaniacs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dipsos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
directress,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
direness,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
disembodiment,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
disembody,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
disembogue,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
disfunctions,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
disguiser,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dishabille,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dishevelment,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dishrags,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
disinheritance,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dismemberments,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
disorients,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dispirit,3,2,3,2,0.06,0.6021,0.02,0.4771,verb,2.0,0.67,verb.noun,2.1,1
disremember,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
disreputation,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
disrobement,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dissembler,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
dissemblers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
disseverance,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
distorters,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
distracter,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
divulger,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
