Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Adjective_freq
uncuffed,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
undersexed,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
undomesticated,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
unflushed,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
ungettable,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
unlubricated,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
unmannerly,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
unphotographable,3,3,1,1,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
unpickable,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
unpresentable,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
unrepented,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
unrevenged,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
unsterilized,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
unwrinkled,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
upsy,4,4,0,0,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,3.0,0.75,adjective.noun,3.1,3
weaponless,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
wrongest,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
afeared,5,5,5,5,0.1,0.7782,0.06,0.7782,verb,3.0,0.6,verb.adjective,3.2,2
antecubital,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
antigravitational,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
apelike,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
arest,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
astrogational,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
atabrine,4,2,0,0,0.08,0.6990000000000001,0.02,0.4771,noun,2.0,0.5,noun.adjective,2.2,2
backslid,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.noun,2.1,2
barehanded,7,7,5,5,0.14,0.9031,0.08,0.9031,verb,4.0,0.57,verb.adjective.name,4.2.1,2
barracan,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
bathyal,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
beadier,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
beltless,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
benefactory,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
benic,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
benzedrine,11,9,2,1,0.22,1.0792,0.11,1.0,name,5.0,0.45,name.noun.adjective,5.4.2,2
biggety,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
bioplasmic,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
bitchier,4,2,4,2,0.08,0.6990000000000001,0.02,0.4771,noun,2.0,0.5,noun.adjective,2.2,2
blander,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
blondest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
blondish,4,4,3,3,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,2.0,0.5,verb.adjective,2.2,2
blushy,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
bossiest,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
bouncier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
breastful,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
brunneous,5,1,1,1,0.1,0.7782,0.01,0.301,name,3.0,0.6,name.adjective,3.2,2
bulgy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
bumpier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
burbled,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
carabid,2,2,0,0,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
caseful,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
cavelike,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
certainest,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
chammy,4,3,3,3,0.08,0.6990000000000001,0.04,0.6021,noun,2.0,0.5,noun.adjective,2.2,2
cheeriest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
chiliastic,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
chiselling,6,6,6,6,0.12,0.8451,0.07,0.8451,verb,4.0,0.67,verb.adjective,4.2,2
chocaholic,6,1,0,0,0.12,0.8451,0.01,0.301,name,4.0,0.67,name.adjective,4.2,2
clackety,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
clumsier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
clunked,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,2
clutchy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
cockamamy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
coifed,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
committable,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
consarned,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
corespondent,7,2,7,2,0.14,0.9031,0.02,0.4771,noun,5.0,0.71,noun.adjective,5.2,2
craftier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
craftiest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
crocked,11,8,11,8,0.22,1.0792,0.1,0.9542,verb,9.0,0.82,verb.adjective,9.2,2
crunchable,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
cuppy,4,4,2,2,0.08,0.6990000000000001,0.05,0.6990000000000001,name,2.0,0.5,name.adjective,2.2,2
curtal,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
dareful,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
darwinistic,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
degaussed,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.verb,2.1,2
dermestid,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
draughted,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
driveling,9,9,9,9,0.18,1.0,0.11,1.0,verb,6.0,0.67,verb.adjective.noun,6.2.1,2
drowsier,2,1,1,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
drunkest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
dunnest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
easeful,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
effable,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
ejectable,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
emptiest,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
encephalopathic,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
escalan,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
evilest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
evolutional,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
excremental,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
expiatory,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
extremest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
faky,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
famish,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,2
fatheaded,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,2
fathometer,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
featherheaded,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
featherless,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
feverous,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
fitty,5,3,4,2,0.1,0.7782,0.04,0.6021,noun,2.0,0.4,noun.adjective.name,2.2.1,2
flatfooted,5,5,5,5,0.1,0.7782,0.06,0.7782,verb,3.0,0.6,verb.adjective,3.2,2
footling,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.verb,2.1,2
footsy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
foredoomed,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
foxier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
frowzy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
furthermost,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
gilbertine,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
gippy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
gladier,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
glooming,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
goddammed,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
goldbricking,4,2,4,2,0.08,0.6990000000000001,0.02,0.4771,verb,2.0,0.5,verb.adjective,2.2,2
greediest,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
hardhearted,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,2
harpooned,8,7,8,7,0.16,0.9542,0.08,0.9031,verb,6.0,0.75,verb.adjective,6.2,2
hateable,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
headachy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
hydrocephalic,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
hydrosolic,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
hyperintelligent,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
hypnagogic,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
hypocritic,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
hypogastric,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
hypokalemic,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
idlest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
ileocolic,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
indiscrete,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
isomagnetic,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
jackknifed,5,5,5,5,0.1,0.7782,0.06,0.7782,verb,3.0,0.6,verb.adjective,3.2,2
jolliest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
kindlier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
lidless,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
lightish,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
likest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
loculated,3,2,2,1,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.verb,2.1,2
loveful,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
lumpiest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
maced,10,8,6,6,0.2,1.0414,0.1,0.9542,verb,4.0,0.4,verb.name.adjective,4.4.2,2
makable,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
malloseismic,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
marled,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
marrowless,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
mateless,2,1,1,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
medusan,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
miaowing,4,3,2,2,0.08,0.6990000000000001,0.04,0.6021,name,2.0,0.5,name.adjective,2.2,2
moneygrubbing,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,2
monosyllable,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
mopsy,6,5,0,0,0.12,0.8451,0.06,0.7782,name,3.0,0.5,name.adjective.noun,3.2.1,2
mulish,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,2
multangular,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
napalming,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
nemean,3,2,0,0,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.noun,2.1,2
nonconducting,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
nonfraternal,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
nonmonogamous,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
nonoperational,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
nonreturnable,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
nonspirited,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
oaty,6,2,2,1,0.12,0.8451,0.02,0.4771,name,3.0,0.5,name.adjective.noun,3.2.1,2
onliest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
orangy,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.noun,2.1,2
overdry,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,2.0,0.67,adjective.noun,2.1,2
pandowdy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
papillomatous,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
parasternal,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
parecious,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
peddlar,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
peppier,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
pimpled,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
plushy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
plutonian,2,2,0,0,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
pommy,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
postdoctorate,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
potful,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
preconscious,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
predigest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
prehistorical,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
preperitoneal,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
proprietorial,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
proslavery,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
prussic,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
punchier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
purblind,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
putrescent,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
quaintest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
queerer,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
rabbity,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
randier,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
rankest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
retrocecal,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
ridable,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
ridgy,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
roofy,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.noun,2.1,2
rouged,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
sandier,2,2,0,0,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
sangfroid,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
scraggy,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
scrawnier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
scribbly,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
seediest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
semiconscious,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
semilunar,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
sensile,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
shabbier,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
sheeny,10,3,9,3,0.2,1.0414,0.04,0.6021,noun,8.0,0.8,noun.adjective,8.2,2
shiftiest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
shoddiest,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
skimpiest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
sledgehammered,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.verb,2.1,2
sleighing,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
slimier,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
slithy,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
slummy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
smogless,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
sneakier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
snootiest,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
snubby,6,1,5,1,0.12,0.8451,0.01,0.301,noun,3.0,0.6,noun.adjective,3.2,2
socky,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
sorer,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.noun,2.1,2
sorest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
southing,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
spinsterish,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
springiest,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
springlike,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
squarest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
squashy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
squatty,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
squiffy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
stagy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
stealy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
stilly,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.adverb,2.1,2
stubbled,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
stubbly,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
stuffier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
subdeltoid,3,2,2,2,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.noun,2.1,2
substernal,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
subungual,2,1,1,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
succincter,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
summonable,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
supersensitive,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
taloned,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
teensiest,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
teletyped,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
terrifical,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
thenar,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
thirstier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
thirtyish,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,2
thumbless,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
tickly,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
tiddy,3,1,0,0,0.06,0.6021,0.01,0.301,adjective,2.0,0.67,adjective.name,2.1,2
tightfisted,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.verb,2.1,2
tightlipped,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
tonsorial,2,2,1,1,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
toothier,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
towheaded,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,2
trancelike,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
transorbital,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
tricksy,4,2,2,2,0.08,0.6990000000000001,0.02,0.4771,noun,2.0,0.5,noun.adjective,2.2,2
trinary,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
trisome,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
trunkless,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
tuppenny,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
tusked,2,1,2,1,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
tweaky,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
tweeny,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
tweeting,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.verb,2.1,2
twilit,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,2.0,1.0,adjective,2,2
ulcered,2,1,0,0,0.04,0.4771,0.01,0.301,adjective,2.0,1.0,adjective,2,2
