Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Noun_freq,Web_freq
tragedies,50,46,noun,51,51,811653.0
heresy,51,22,noun,51,51,767790.0
proverb,55,45,noun.verb.name,51.3.1,51,758380.0
geologist,51,34,noun,51,51,753409.0
dormitory,51,38,noun,51,51,736616.0
minibar,52,33,noun,51,51,614875.0
refreshment,51,48,noun,51,51,580038.0
triage,84,59,noun.verb.name,51.22.10,51,561450.0
marshals,70,49,noun.verb.name,51.18.1,51,560722.0
pus,51,42,noun,51,51,525387.0
mumps,60,36,noun.name.verb,51.6.2,51,517472.0
radium,56,12,noun.name,51.5,51,510988.0
honeys,51,43,noun,51,51,498804.0
jokers,52,45,noun,51,51,477265.0
pimps,61,44,noun.verb.name,51.7.1,51,464373.0
chloroform,51,34,noun,51,51,444913.0
lull,60,46,noun.verb,51.9,51,410517.0
retraction,51,42,noun,51,51,405352.0
headstone,51,35,noun,51,51,392843.0
spasm,56,45,noun.verb,51.5,51,391339.0
eyeliner,52,37,noun,51,51,364323.0
hydrant,52,47,noun.adjective,51.1,51,356496.0
lunacy,51,43,noun,51,51,340313.0
dimples,67,37,noun.name.verb,51.14.2,51,298063.0
sauerkraut,51,33,noun,51,51,205974.0
vole,89,11,noun.name,51.38,51,202319.0
screwball,57,41,noun.name,51.4,51,177015.0
telethon,53,28,noun.name,51.2,51,166538.0
tush,66,58,noun.verb.name,51.12.1,51,140632.0
shoelaces,54,41,noun.verb,51.3,51,124203.0
gook,61,32,noun.verb,51.9,51,108502.0
sociopath,51,46,noun,51,51,99014.0
bugler,58,17,noun.name,51.6,51,98084.0
spatter,60,38,noun.name,51.8,51,94442.0
cretin,51,43,noun,51,51,93094.0
knucklehead,55,52,noun.name,51.3,51,91392.0
arsonist,52,23,noun.name,51.1,51,74133.0
laughingstock,52,51,noun,51,51,33092.0
prenup,52,19,noun.verb,51.1,51,15779.0
for,351650,8374,preposition.adverb.conjunction.noun,344212.5287.1830.50,50,5933321709.0
know,291780,8340,verb.noun,291207.50,50,306100813.0
mailing,67,58,noun.verb,50.17,50,54096391.0
premium,88,71,noun.adjective,50.38,50,38793313.0
compliance,50,35,noun,50,50,37305612.0
manufacturers,50,39,noun,50,50,34073462.0
nd,527,329,noun.name,50.5,50,25707693.0
handbook,52,35,noun.name,50.2,50,15687517.0
mexican,624,405,adjective.noun.name,571.50.3,50,15347885.0
fell,3723,2423,verb.name.noun.adjective,3559.94.50.18,50,15084108.0
portions,50,47,noun,50,50,12963319.0
docs,51,42,noun,50,50,10167452.0
duo,77,38,noun,50,50,6898480.0
mardi,50,34,noun,50,50,6842238.0
leone,63,17,noun.name,50.13,50,6393163.0
travelling,198,157,verb.noun.adjective,147.50.1,50,6271787.0
employ,171,152,verb.noun,120.50,50,5836385.0
dashboard,50,45,noun,50,50,4610006.0
activist,50,40,noun,50,50,4027427.0
grains,50,42,noun,50,50,3772543.0
paints,139,103,verb.noun,90.50,50,3617496.0
microphones,50,40,noun,50,50,3398004.0
studs,50,39,noun,50,50,3215366.0
fulfillment,52,47,noun,50,50,2919654.0
fountains,50,37,noun,50,50,2737006.0
nexus,57,19,noun.name,50.6,50,2728391.0
comma,50,34,noun,50,50,2711522.0
opal,52,14,noun.name,50.2,50,2486653.0
carving,101,90,verb.noun,51.50,50,2411889.0
dispenser,52,37,noun.name,50.2,50,2143467.0
footprint,55,46,noun.verb.name,50.4.1,50,2072054.0
bonsai,50,12,noun,50,50,1873400.0
watchers,50,35,noun,50,50,1805728.0
shellfish,50,43,noun,50,50,1622561.0
hybrids,50,20,noun,50,50,1589976.0
kicker,54,51,noun.name,50.3,50,1488808.0
watcher,51,36,noun,50,50,1438120.0
palate,50,48,noun,50,50,1435844.0
seduction,50,44,noun,50,50,1296699.0
antelope,50,33,noun,50,50,1215883.0
incubator,51,23,noun,50,50,1166449.0
contender,49,43,noun,50,50,1079514.0
newsstand,53,42,noun.verb,50.3,50,1031670.0
ration,66,49,noun.verb,50.16,50,1026649.0
smog,55,46,noun.verb.name,50.4.1,50,1024498.0
jocks,59,52,noun.name.verb,50.6.2,50,1014285.0
sarge,683,190,verb.name.noun,383.245.50,50,1013607.0
antics,50,47,noun,50,50,994105.0
hive,50,34,noun,50,50,975507.0
slump,61,41,noun.verb,50.11,50,878659.0
banter,70,60,noun.verb.adjective,50.10.10,50,837592.0
fuselage,52,39,noun.verb,50.2,50,836161.0
esquire,50,31,noun,50,50,795101.0
paparazzi,50,30,noun,50,50,787967.0
wrongs,53,48,noun.verb,50.3,50,777466.0
sweats,82,75,noun.verb,50.32,50,745983.0
manger,51,38,noun.verb,50.3,50,726351.0
mayflower,76,31,noun.name.verb,50.14.9,50,695987.0
rainbows,50,38,noun,50,50,671316.0
aftershave,55,44,noun.verb,50.4,50,634700.0
knuckle,66,59,noun.verb,50.16,50,626011.0
mitts,56,51,noun.verb,50.5,50,606942.0
lifetimes,50,45,noun,50,50,595870.0
hardball,53,46,noun.name,50.4,50,583270.0
chore,51,47,noun.verb,50.1,50,565322.0
kidnap,331,227,verb.noun,283.50,50,544164.0
drool,110,81,verb.noun.name,59.50.1,50,539170.0
armpits,50,47,noun,50,50,536022.0
shotguns,50,41,noun,50,50,524142.0
workmen,50,47,noun,50,50,519975.0
destroyers,50,30,noun,50,50,503910.0
uproar,53,46,noun.verb.name,50.2.1,50,480509.0
dinky,52,33,noun.name,50.1,50,426751.0
fib,65,54,noun.verb,50.15,50,425079.0
heifer,61,41,noun.verb,50.11,50,378574.0
candor,51,48,noun.name,50.1,50,371814.0
neurologist,51,41,noun.name,50.1,50,358315.0
rackets,49,38,noun,50,50,331323.0
phonograph,56,45,noun.verb.name,50.5.1,50,297578.0
matchbook,51,25,noun.name,50.1,50,278659.0
coincidences,50,39,noun,50,50,273516.0
guineas,50,31,noun,50,50,237306.0
musket,50,23,noun,50,50,220316.0
tourniquet,50,42,noun,50,50,218452.0
oaf,50,41,noun,50,50,197487.0
suntan,50,46,noun,50,50,182600.0
anchovies,50,40,noun,50,50,173544.0
emissary,51,38,noun.adjective,50.1,50,167139.0
electrocution,50,36,noun,50,50,150185.0
stooge,56,34,noun.verb,50.6,50,107215.0
loudmouth,53,43,noun.name,50.3,50,104774.0
clavicle,50,37,noun,50,50,98245.0
rowboat,54,36,noun.name,50.1,50,96627.0
pardner,72,16,noun.name,50.22,50,37804.0
co,285,186,name.noun.unclassified,84.49.19,49,114452742.0
super,1336,798,adjective.noun.name,1270.49.3,49,66703287.0
quotes,61,52,noun.verb,49.12,49,48490497.0
settings,49,43,noun,49,49,42062854.0
processes,55,52,noun.verb,49.6,49,39450440.0
profiles,50,44,noun.verb,49.1,49,29909230.0
outdoors,107,96,adverb.noun.name,57.49.1,49,27060521.0
sp,67,18,noun,49,49,23003713.0
metro,231,135,name.noun,181.49,49,18738665.0
peer,78,63,noun.verb,49.29,49,17754444.0
cartridge,49,40,noun,49,49,15408708.0
flexibility,50,47,noun.name,49.1,49,12700246.0
atlas,52,35,noun.name,49.3,49,12221120.0
transfers,64,58,noun.verb,49.15,49,11403780.0
mart,97,58,noun.name.verb,49.34.12,49,10193683.0
renewal,49,37,noun,49,49,10134639.0
physiology,49,41,noun,49,49,9197243.0
genesis,102,41,name.noun,53.49,49,8354765.0
nu,52,15,noun.name,49.3,49,7641650.0
exhibits,65,59,noun.verb,49.17,49,7533895.0
backgrounds,49,47,noun,49,49,7280105.0
reggae,49,26,noun,49,49,6467917.0
ana,264,73,name.noun,174.49,49,6422027.0
pavilion,49,36,noun,49,49,6278119.0
waiver,49,40,noun,49,49,5625238.0
amps,49,32,noun,49,49,4463451.0
terrier,49,33,noun,49,49,4448988.0
bot,50,11,noun.verb,49.1,49,4438718.0
chang,226,73,name.noun.verb,128.49.47,49,4168927.0
delegate,73,52,noun.verb,49.25,49,3921156.0
viewpoint,50,39,noun,49,49,3667923.0
solitaire,59,34,noun.name,49.10,49,3526423.0
cabins,48,43,noun,49,49,3209582.0
asphalt,49,38,noun,49,49,3121584.0
femme,63,37,noun.unclassified.name,49.9.4,49,2521124.0
patrons,49,45,noun,49,49,2485842.0
homosexuality,49,35,noun,49,49,2392550.0
purses,49,44,noun,49,49,2244577.0
chico,97,53,noun.name,49.47,49,2212526.0
innings,49,34,noun,49,49,2204569.0
custodian,49,35,noun,49,49,1961690.0
sibling,49,40,noun,49,49,1932847.0
indulgence,49,45,noun,49,49,1897385.0
flagship,49,39,noun,49,49,1888773.0
flirt,200,170,verb.noun,150.49,49,1817719.0
overture,66,56,noun.verb.name,49.10.7,49,1809751.0
revolt,79,62,noun.verb,49.30,49,1707658.0
cyrus,171,21,name.noun,122.49,49,1700817.0
clippers,57,39,noun.name,49.8,49,1660416.0
suns,48,31,noun,49,49,1646060.0
pug,52,20,noun.name,49.3,49,1573807.0
refinery,49,28,noun,49,49,1570958.0
pip,131,50,name.noun.verb,81.49.1,49,1564790.0
lupus,88,17,noun.name,49.38,49,1538621.0
mater,83,45,noun.name,49.33,49,1493901.0
cougar,102,34,noun.name.verb,49.29.24,49,1437459.0
potty,86,67,noun.adjective.name,49.31.6,49,1390617.0
carousel,73,50,noun.name.verb,49.21.3,49,1369112.0
slant,58,52,noun.verb,49.9,49,1313083.0
abandonment,49,45,noun,49,49,1297503.0
synagogue,49,31,noun,49,49,1292897.0
sugars,48,41,noun,49,49,1292666.0
sophistication,49,43,noun,49,49,1290552.0
shootout,53,45,noun.name.verb,49.3.1,49,1267279.0
transceiver,49,20,noun,49,49,1257900.0
asparagus,50,42,noun.name,49.1,49,1237837.0
bog,49,33,noun,49,49,1226534.0
devastation,49,45,noun,49,49,1163666.0
valance,49,6,noun,49,49,1128172.0
paternity,49,39,noun,49,49,1122549.0
judo,49,26,noun,49,49,1116748.0
expressway,49,41,noun,49,49,1105782.0
melancholy,111,83,adjective.noun,62.49,49,1070281.0
forklift,49,33,noun,49,49,1006085.0
magnetism,49,38,noun,49,49,963103.0
spectre,49,10,noun,49,49,908782.0
relics,49,40,noun,49,49,903821.0
touchdowns,50,38,noun,49,49,819638.0
twinkle,157,76,verb.noun.name,103.49.3,49,814811.0
comedians,49,34,noun,49,49,787111.0
mathematician,49,33,noun,49,49,786512.0
whirlwind,49,36,noun,49,49,770647.0
shroud,52,30,noun.verb,49.3,49,724966.0
mittens,52,38,noun.name,49.3,49,718053.0
lavatory,49,35,noun,49,49,662326.0
demeanor,54,43,noun.name,49.4,49,509529.0
attila,131,31,name.noun,82.49,49,508339.0
formalities,49,45,noun,49,49,474846.0
slums,50,41,noun.verb,49.1,49,463980.0
gimmick,55,49,noun.verb,49.6,49,437392.0
trapper,84,47,noun.name,49.35,49,421993.0
admirers,49,44,noun,49,49,420179.0
chestnuts,50,37,noun.name,49.1,49,404365.0
stagecoach,51,35,noun,49,49,387675.0
privates,50,44,noun,49,49,347568.0
spinster,49,34,noun,49,49,318874.0
truckload,51,42,noun.verb,49.2,49,302184.0
vasectomy,50,24,noun,49,49,298359.0
intubation,49,39,noun,49,49,297059.0
peeking,125,109,verb.noun,76.49,49,273702.0
cannibals,49,40,noun,49,49,252399.0
floater,50,29,noun,49,49,248608.0
tabloids,49,47,noun,49,49,248224.0
aunty,52,19,noun.name,49.2,49,239524.0
hooch,53,49,noun.name,49.4,49,201647.0
mugger,49,29,noun,49,49,201472.0
jugular,71,56,noun.adjective,49.22,49,186760.0
wimps,52,44,noun.verb,49.3,49,172107.0
floorboards,49,42,noun,49,49,170905.0
triads,49,27,noun,49,49,168799.0
nudie,49,27,noun,49,49,147669.0
vermouth,50,34,noun.name,49.1,49,142635.0
okey,57,26,noun.name.adjective,49.6.2,49,140583.0
strangulation,49,41,noun,49,49,126840.0
ventriloquist,49,35,noun,49,49,112930.0
theyll,4,3,verb.noun.name,83.49.5,49,83772.0
cannoli,49,29,noun,49,49,59363.0
bellboy,63,47,noun.name,49.14,49,43354.0
gooks,56,21,noun.verb.name,49.6.1,49,42729.0
single,3676,2377,adjective.noun.verb,3583.48.44,48,134754203.0
accommodation,48,45,noun,48,48,60589803.0
configuration,48,41,noun,48,48,37589833.0
font,48,34,noun,48,48,30327965.0
nutrition,48,43,noun,48,48,28890368.0
earnings,48,44,noun,48,48,19286666.0
postage,48,42,noun,48,48,16732135.0
builder,48,43,noun,48,48,13993483.0
restoration,48,37,noun,48,48,12202668.0
locator,48,33,noun,48,48,10478335.0
gains,77,67,noun.verb,48.29,48,10137566.0
variations,48,44,noun,48,48,9333993.0
trinity,149,67,name.noun,101.48,48,7877415.0
shareholders,48,36,noun,48,48,7816480.0
surname,48,34,noun,48,48,6464687.0
charging,320,265,verb.noun.adjective,228.48.44,48,5805957.0
landscaping,64,41,noun.verb,48.16,48,4813258.0
lifts,121,104,verb.noun,70.48,48,4479565.0
buddha,263,108,name.noun,215.48,48,4121656.0
galaxies,49,36,noun,48,48,3396836.0
flavors,66,42,noun.name.verb,48.15.3,48,3121207.0
prose,48,38,noun,48,48,3085898.0
alterations,48,42,noun,48,48,3042306.0
succession,48,46,noun,48,48,3023429.0
cardboard,138,115,adjective.noun,90.48,48,2671585.0
fats,48,28,noun,48,48,2665577.0
batting,164,106,verb.noun,113.48,48,2646319.0
songwriter,50,32,noun.name,48.1,48,2505462.0
mirage,79,59,noun.name.verb,48.26.4,48,2493561.0
toxicology,53,43,noun.name,48.4,48,2117705.0
lure,217,188,verb.noun.name,166.48.3,48,2090646.0
exploits,48,43,noun,48,48,1972178.0
implication,48,46,noun,48,48,1940990.0
craftsman,47,40,noun,48,48,1891788.0
pillars,48,33,noun,48,48,1830785.0
laundering,70,47,noun.verb,48.22,48,1695135.0
mara,154,34,name.noun,141.48,48,1674798.0
garde,49,32,noun.adjective,48.1,48,1655823.0
shouts,214,120,verb.noun,166.48,48,1622397.0
inferno,47,46,noun,48,48,1596428.0
kickoff,53,41,noun.verb.name,48.2.2,48,1491629.0
thinkers,48,29,noun,48,48,1486220.0
hymns,48,36,noun,48,48,1409831.0
nutshell,48,44,noun,48,48,1384131.0
crowns,54,36,noun.verb,48.6,48,1372974.0
fanatics,48,46,noun,48,48,1370272.0
craving,109,96,verb.noun,60.48,48,1344800.0
retaliation,48,42,noun,48,48,1241314.0
angst,47,44,noun,48,48,1232364.0
bookcase,48,34,noun,48,48,1212892.0
valor,64,51,noun.unclassified,48.15,48,1193133.0
nugget,60,47,noun.verb.name,48.6.5,48,1147435.0
pecan,48,36,noun,48,48,1118027.0
pew,53,39,noun.name,48.5,48,1113421.0
samaritan,58,43,noun.adjective.name,48.7.3,48,1011072.0
tinker,113,49,verb.noun.name,61.48.4,48,983290.0
craze,52,45,noun.verb,48.4,48,962477.0
reckoning,55,47,noun.verb,48.7,48,952715.0
martyrs,48,40,noun,48,48,950900.0
hornet,68,32,noun.name,48.20,48,938739.0
shears,48,34,noun,48,48,846047.0
undies,48,41,noun,48,48,831803.0
forfeit,158,103,verb.noun,110.48,48,819806.0
smarts,76,66,noun.verb.name,48.23.3,48,819187.0
profiler,50,27,noun.name,48.2,48,794504.0
zucchini,49,21,noun.name,48.1,48,789907.0
streaks,48,38,noun,48,48,731843.0
dictation,48,45,noun,48,48,695273.0
sabbatical,48,39,noun,48,48,669704.0
playtime,48,42,noun,48,48,639975.0
sprinklers,48,41,noun,48,48,623756.0
antichrist,49,28,noun,48,48,568853.0
weirdness,48,44,noun,48,48,567128.0
tablecloth,48,40,noun,48,48,559793.0
dreamers,48,39,noun,48,48,552467.0
smugglers,48,36,noun,48,48,548326.0
exorcist,50,35,noun.adjective,48.2,48,528473.0
mutilation,48,34,noun,48,48,510928.0
naps,53,37,noun.verb,48.5,48,496868.0
pheromones,51,25,noun.verb.name,48.2.1,48,494997.0
loafers,50,47,noun.name,48.2,48,491996.0
coals,48,44,noun,48,48,490751.0
proteus,111,12,name.noun,63.48,48,488496.0
chowder,82,38,noun.verb.name,48.27.5,48,478500.0
bulkhead,48,34,noun,48,48,455595.0
warship,48,30,noun,48,48,379728.0
rapists,49,41,noun,48,48,365374.0
cutbacks,48,36,noun,48,48,363860.0
sneeze,150,103,verb.noun,95.48,48,360023.0
biceps,48,38,noun,48,48,356518.0
humbug,49,18,noun.name,48.1,48,323395.0
stiffs,48,46,noun,48,48,300891.0
embezzlement,48,40,noun,48,48,296715.0
willpower,54,43,noun.verb,48.5,48,295233.0
appendicitis,48,32,noun,48,48,292240.0
hunchback,50,31,noun,48,48,272939.0
absolution,48,43,noun,48,48,265660.0
weasels,50,35,noun.name,48.1,48,260008.0
schoolwork,49,43,noun,48,48,240116.0
parakeet,55,39,noun.verb,48.6,48,238457.0
screamer,52,23,noun.name,48.4,48,204679.0
playboys,52,32,noun.name,48.3,48,201600.0
makings,48,44,noun,48,48,200837.0
buckshot,52,39,noun.name,48.3,48,193530.0
testy,49,42,noun,48,48,167487.0
milkman,48,37,noun,48,48,163134.0
philistine,48,21,noun,48,48,126538.0
weirdos,49,48,noun.name,48.1,48,120104.0
retractor,48,36,noun,48,48,106371.0
foxhole,48,33,noun,48,48,88902.0
bozos,50,40,noun.name,48.1,48,49842.0
read,12302,4733,verb.noun.name,12234.47.5,47,322331766.0
local,2128,1498,adjective.noun,2079.47,47,270742935.0
download,168,120,verb.noun,120.47,47,220626128.0
format,54,39,noun.verb,47.7,47,111279626.0
topics,47,42,noun,47,47,95132338.0
publications,47,35,noun,47,47,61502285.0
searches,67,61,noun.verb,47.20,47,57491372.0
checkout,64,56,noun.verb.name,47.16.1,47,31649089.0
editorial,111,84,adjective.noun,64.47,47,31234178.0
notices,140,126,verb.noun,92.47,47,18780271.0
parallel,224,164,adjective.noun.adverb.verb,128.47.33.16,47,18272352.0
imaging,64,55,noun.verb,47.17,47,16960525.0
editions,47,33,noun,47,47,16310699.0
ra,296,61,name.noun,225.47,47,14786910.0
seeker,47,30,noun,47,47,12696541.0
trek,229,86,name.noun.verb,165.47.16,47,10689116.0
soundtrack,48,36,noun.verb,47.1,47,9215529.0
packets,47,34,noun,47,47,8634757.0
barriers,47,43,noun,47,47,8363320.0
infections,47,40,noun,47,47,8296662.0
scholars,47,41,noun,47,47,7260315.0
penalties,47,45,noun,47,47,7023725.0
boulder,106,68,name.noun,59.47,47,6562262.0
passwords,47,25,noun,47,47,6302572.0
geology,47,35,noun,47,47,6099879.0
sapphire,61,25,noun.verb.name,47.9.3,47,5772561.0
tot,54,23,noun.verb,47.7,47,4719021.0
justification,47,41,noun,47,47,4570150.0
niche,47,38,noun,47,47,3999108.0
calculus,47,39,noun,47,47,3937205.0
enzymes,47,37,noun,47,47,3858286.0
curl,120,111,verb.noun,73.47,47,3659178.0
roundup,58,37,noun.verb.name,47.8.2,47,3387046.0
sidebar,47,27,noun,47,47,2787591.0
solicitor,45,28,noun,47,47,2675862.0
clergy,48,34,noun.verb,47.1,47,2629414.0
rowing,65,48,noun.verb,47.18,47,2490271.0
grievance,46,36,noun,47,47,2461503.0
patty,564,206,name.noun,511.47,47,2339693.0
snapshots,47,42,noun,47,47,2278001.0
rhythms,47,28,noun,47,47,2226659.0
proofs,47,30,noun,47,47,2176910.0
fronts,47,47,noun,47,47,1985378.0
predecessor,47,41,noun,47,47,1976404.0
dune,51,28,noun.name,47.4,47,1927085.0
wards,52,41,noun.verb.name,47.3.2,47,1759766.0
atheist,55,46,noun.adjective,47.8,47,1752346.0
firefighter,52,29,noun.name,47.5,47,1751763.0
creme,64,41,noun.adjective,47.18,47,1724183.0
enigma,47,43,noun,47,47,1597665.0
curator,47,35,noun,47,47,1580529.0
coils,47,34,noun,47,47,1503707.0
constellation,48,38,noun,47,47,1487144.0
ordnance,47,35,noun,47,47,1423287.0
ava,105,24,name.noun,56.47,47,1419781.0
sprinkler,47,36,noun,47,47,1407590.0
dizziness,47,43,noun,47,47,1405652.0
passover,48,14,noun.verb,47.1,47,1390098.0
hangers,48,29,noun.verb,47.1,47,1325872.0
grapevine,47,37,noun,47,47,1296319.0
sod,94,73,noun.verb.name,47.40.6,47,1207500.0
coo,35,26,noun.name,47.2,47,1164824.0
dictatorship,47,25,noun,47,47,1128173.0
sunsets,47,37,noun,47,47,1089941.0
charisma,50,39,noun.name,47.3,47,991085.0
whining,244,213,verb.noun.adjective,191.47.5,47,989593.0
defeats,47,44,noun.verb,47.1,47,987066.0
vixen,49,40,noun.name,47.1,47,885674.0
ingenuity,47,43,noun,47,47,862805.0
gully,47,25,noun,47,47,800734.0
soles,47,40,noun,47,47,765275.0
mogul,47,33,noun,47,47,753098.0
loudspeaker,47,37,noun,47,47,748194.0
frown,104,81,verb.noun,57.47,47,742356.0
fondue,47,26,noun,47,47,713242.0
millimeter,70,55,noun.adjective.name,47.22.1,47,689180.0
slander,64,57,noun.verb,47.17,47,669482.0
quickie,53,47,noun.name,47.5,47,664065.0
snag,97,87,verb.noun,50.47,47,648074.0
wiggle,152,105,verb.noun,105.47,47,646578.0
hippy,47,25,noun,47,47,608617.0
audacity,48,47,noun.name,47.1,47,590668.0
infidel,55,27,noun.adjective,47.8,47,550445.0
exaggeration,47,43,noun,47,47,518741.0
gladiators,50,25,noun.name,47.2,47,493557.0
epinephrine,59,38,noun.adjective,47.12,47,423087.0
kingpin,51,32,noun.name,47.2,47,412903.0
shambles,47,42,noun,47,47,398149.0
reefer,49,34,noun.name,47.1,47,341873.0
beret,48,40,noun,47,47,330199.0
simba,102,9,name.noun,55.47,47,322561.0
thoroughfare,47,25,noun,47,47,281833.0
quince,47,9,noun,47,47,272529.0
reprieve,51,41,noun.verb,47.4,47,271196.0
mommies,47,43,noun,47,47,240431.0
bonkers,57,32,noun.name,47.18,47,234275.0
ghouls,47,34,noun,47,47,230277.0
bookies,47,30,noun,47,47,197528.0
beeping,329,163,verb.noun.name.adjective,235.47.40.7,47,171157.0
ballgame,52,42,noun.name.verb,47.3.2,47,171122.0
turpentine,47,32,noun,47,47,164256.0
workup,49,42,noun.verb,47.2,47,161248.0
crazies,47,41,noun,47,47,141727.0
chitchat,67,59,noun.verb.name,47.19.1,47,97431.0
pastrami,49,36,noun.name,47.2,47,96375.0
godson,48,22,noun.name,47.1,47,76865.0
hunches,48,40,noun,47,47,69465.0
bedpan,48,37,noun.name,47.1,47,30530.0
developer,46,37,noun,46,46,35890230.0
wants,15655,6036,verb.noun,15600.46,46,32538214.0
bids,81,70,noun.verb,46.34,46,28933427.0
seeing,5591,3430,verb.conjunction.noun,4583.959.46,46,26322092.0
keeping,2608,2040,verb.noun.preposition,2536.46.28,46,25280309.0
processor,46,36,noun,46,46,22289617.0
audit,57,45,noun.verb,46.11,46,20786243.0
collect,1020,791,verb.noun,972.46,46,15943314.0
aging,131,102,adjective.noun.verb,58.46.27,46,12014007.0
verification,46,42,noun,46,46,11890283.0
campaigns,46,40,noun,46,46,8659113.0
pendant,46,28,noun,46,46,8603520.0
princeton,244,123,name.noun,199.46,46,8114227.0
queue,60,42,noun.verb,46.14,46,7398569.0
quantities,46,41,noun,46,46,7308855.0
surplus,104,87,adjective.noun,58.46,46,7299526.0
grande,134,88,unclassified.noun.name,47.46.41,46,7012300.0
divide,298,247,verb.noun,252.46,46,6625143.0
ro,97,38,noun.name,46.46,46,6478647.0
epic,120,88,adjective.noun,74.46,46,6457720.0
flux,53,32,noun.name,46.7,46,6321668.0
astrology,47,38,noun.name,46.1,46,6279280.0
acne,46,37,noun,46,46,6215449.0
drainage,46,39,noun,46,46,6091287.0
equilibrium,46,27,noun,46,46,5971011.0
religions,47,40,noun,46,46,5885745.0
rosa,258,91,name.noun,212.46,46,5819587.0
distances,46,44,noun,46,46,5296572.0
cho,147,38,name.noun,101.46,46,5154704.0
magnets,46,38,noun,46,46,4795273.0
lacrosse,53,29,noun.name,46.7,46,4640046.0
primitive,263,211,adjective.noun,217.46,46,4616188.0
tasting,94,69,noun.verb.adjective,46.40.7,46,3603798.0
clash,68,59,noun.verb,46.21,46,3531117.0
turbine,46,21,noun,46,46,3235102.0
slash,122,95,verb.noun,76.46,46,2935535.0
monuments,46,40,noun,46,46,2827606.0
nominees,46,26,noun,46,46,2760637.0
grips,62,54,noun.verb,46.16,46,2629556.0
reps,46,34,noun,46,46,2623595.0
europeans,46,39,noun,46,46,2485431.0
spectator,46,39,noun,46,46,2235338.0
tubs,46,42,noun,46,46,2085601.0
doctorate,46,39,noun,46,46,1986782.0
mans,26,18,noun.name.verb,46.14.13,46,1841660.0
pong,82,34,noun.verb,46.36,46,1753774.0
toxin,46,25,noun,46,46,1495922.0
anonymity,46,42,noun,46,46,1482647.0
pitches,56,39,noun.verb,46.10,46,1404744.0
actin,54,48,noun.name,46.5,46,1356491.0
ese,46,26,noun,46,46,1353074.0
crossfire,46,40,noun,46,46,1335814.0
