Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Noun_freq
voice,4394,2396,4207,2340,86.16,3.643,28.56,3.3797,Noun,4246.0,0.97,Noun.Verb.Name,4246.144.2,4246
apartment,4235,1774,4152,1755,83.04,3.627,21.15,3.2492,Noun,4230.0,1.0,Noun,4230,4230
letter,4213,1758,4140,1738,82.61,3.6247,20.96,3.2453,Noun,4209.0,1.0,Noun,4209,4209
situation,4207,2505,4138,2488,82.49,3.6241,29.86,3.399,Noun,4203.0,1.0,Noun,4203,4203
bar,4385,2220,3980,2091,85.98,3.6421,26.47,3.3465,Noun,4199.0,0.96,Noun.Verb.Adjective.Preposition.Name,4199.113.52.9.6,4199
bank,4334,1590,3822,1482,84.98,3.637,18.96,3.2017,Noun,4194.0,0.98,Noun.Verb.Name,4194.67.40,4194
master,4450,1322,2327,1116,87.25,3.6485,15.76,3.1216,Noun,4145.0,0.93,Noun.Verb.Name,4145.278.13,4145
accident,4146,2180,4061,2166,81.29,3.6177,25.99,3.3387,Noun,4138.0,1.0,Noun,4138,4138
trip,4202,2366,4055,2343,82.39,3.6236,28.21,3.3742,Noun,4125.0,0.98,Noun.Verb.Name,4125.66.3,4125
doc,4122,1078,866,421,80.82,3.6152,12.85,3.033,Noun,4114.0,1.0,Noun.Name,4114.2,4114
answer,8986,4344,8076,4105,176.2,3.9536,51.79,3.638,Verb,4857.0,0.54,Verb.Noun.Preposition,4857.4094.26,4094
fight,10255,3703,9638,3647,201.08,4.011,44.15,3.5687,Verb,6172.0,0.6,Verb.Noun,6172.4086,4086
sleep,11625,4661,10975,4565,227.94,4.0654,55.57,3.6686,Verb,7527.0,0.65,Verb.Noun.Name,7527.4072.3,4072
pleasure,4118,2545,3711,2365,80.75,3.6148,30.34,3.4059,Noun,4070.0,0.99,Noun.Verb,4070.36,4070
difference,4066,2593,4045,2583,79.73,3.6093,30.91,3.414,Noun,4058.0,1.0,Noun.Unclassified,4058.2,4058
lawyer,4055,1686,3959,1669,79.51,3.6081,20.1,3.2271,Noun,4041.0,1.0,Noun.Name,4041.6,4041
god,46061,6940,2983,1035,903.16,4.6633,82.74,3.8414,Name,41909.0,0.91,Name.Noun,41909.4036,4036
ice,4057,1974,3725,1891,79.55,3.6083,23.53,3.2956,Noun,4018.0,0.99,Noun.Verb.Name,4018.30.5,4018
hundred,4015,2138,3884,2090,78.73,3.6038,25.49,3.3302,Noun,4011.0,1.0,Noun,4011,4011
store,4178,2145,4040,2095,81.92,3.6211,25.57,3.3316,Noun,3998.0,0.96,Noun.Verb,3998.173,3998
record,4365,2395,4265,2365,85.59,3.6401,28.55,3.3795,Noun,3986.0,0.91,Noun.Verb.Adjective,3986.375.2,3986
station,4033,2099,3606,1960,79.08,3.6057,25.02,3.3222,Noun,3985.0,0.99,Noun.Verb,3985.36,3985
summer,4012,1629,2953,1493,78.67,3.6035,19.42,3.2122,Noun,3980.0,0.99,Noun.Verb,3980.24,3980
seat,4018,2443,3943,2416,78.78,3.6041,29.12,3.3881,Noun,3978.0,0.99,Noun.Verb,3978.37,3978
train,4848,1760,4618,1700,95.06,3.6857,20.98,3.2458,Noun,3978.0,0.83,Noun.Verb.Name,3978.835.1,3978
service,4076,2407,3427,2188,79.92,3.6103,28.7,3.3817,Noun,3969.0,0.97,Noun.Verb.Name,3969.99.6,3969
list,4110,2176,4045,2151,80.59,3.6139,25.94,3.3379,Noun,3958.0,0.97,Noun.Verb,3958.142,3958
marriage,3930,1747,3686,1694,77.06,3.5945,20.83,3.2425,Noun,3925.0,1.0,Noun,3925,3925
age,4039,2499,3772,2388,79.2,3.6064,29.79,3.3979,Noun,3914.0,0.97,Noun.Verb,3914.114,3914
cop,4393,1467,4131,1408,86.14,3.6429,17.49,3.1667,Noun,3914.0,0.89,Noun.Verb.Name,3914.464.6,3914
star,4149,1821,3118,1543,81.35,3.618,21.71,3.2605,Noun,3913.0,0.94,Noun.Verb.Adjective.Name,3913.128.86.30,3913
ride,6904,3116,6576,3054,135.37,3.8392,37.15,3.4937,Noun,3910.0,0.57,Noun.Verb,3910.2988,3910
brain,3928,1994,3710,1950,77.02,3.5943,23.77,3.2999,Noun,3887.0,0.99,Noun.Verb.Name,3887.34.3,3887
soul,3925,2041,3768,1994,76.96,3.594,24.33,3.3101,Noun,3881.0,0.99,Noun.Adjective.Name,3881.34.3,3881
fish,4258,1708,3618,1562,83.49,3.6293,20.36,3.2327,Noun,3868.0,0.91,Noun.Verb.Name,3868.303.87,3868
girlfriend,3881,1946,3775,1919,76.1,3.5891,23.2,3.2894,Noun,3868.0,1.0,Noun,3868,3868
radio,3936,1624,3353,1491,77.18,3.5952,19.36,3.2109,Noun,3855.0,0.99,Noun.Verb.Name,3855.41.15,3855
beer,3850,1805,3533,1738,75.49,3.5856,21.52,3.2567,Noun,3848.0,1.0,Noun.Name,3848.1,3848
angel,3992,1112,1430,855,78.27,3.6013,13.26,3.0465,Noun,3828.0,0.96,Noun.Name,3828.160,3828
area,3821,2159,3663,2099,74.92,3.5823,25.74,3.3345,Noun,3817.0,1.0,Noun,3817,3817
scene,3807,1771,3710,1754,74.65,3.5807,21.11,3.2485,Noun,3808.0,1.0,Noun,3808,3808
shoes,3782,2019,3611,1982,74.16,3.5778,24.07,3.3054,Noun,3774.0,1.0,Noun.Name,3774.1,3774
general,5885,1589,2111,1064,115.39,3.7698,18.94,3.2014,Noun,3770.0,0.64,Noun.Adjective.Adverb.Name,3770.1899.185.22,3770
gold,4026,1533,3398,1357,78.94,3.605,18.28,3.1858,Noun,3764.0,0.94,Noun.Adjective.Name,3764.194.57,3764
break,11275,5023,10114,4862,221.08,4.0522,59.88,3.701,Verb,7500.0,0.67,Verb.Noun,7500.3763,3763
bus,3783,1546,3607,1504,74.18,3.578,18.43,3.1895,Noun,3749.0,0.99,Noun.Verb.Name,3749.30.1,3749
partner,3836,1772,3739,1762,75.22,3.584,21.13,3.2487,Noun,3740.0,0.98,Noun.Verb,3740.84,3740
truck,3716,1555,3571,1537,72.86,3.5702,18.54,3.192,Noun,3708.0,1.0,Noun.Verb,3708.6,3708
boyfriend,3684,1829,3583,1810,72.24,3.5664,21.8,3.2625,Noun,3679.0,1.0,Noun.Name,3679.1,3679
top,6805,3606,6080,3440,133.43,3.8329,42.99,3.5571,Noun,3655.0,0.54,Noun.Adjective.Preposition.Verb.Name,3655.1807.1111.226.2,3655
crime,3633,1782,3328,1720,71.24,3.5604,21.24,3.2512,Noun,3640.0,1.0,Noun.Name,3640.1,3640
feeling,8577,4344,8180,4232,168.18,3.9334,51.79,3.638,Verb,4938.0,0.58,Verb.Noun.Name.Adjective,4938.3633.2.1,3633
sort,7584,3753,6943,3526,148.71,3.88,44.74,3.5745,Adverb,3649.0,0.48,Adverb.Noun.Verb,3649.3632.297,3632
middle,4549,2957,4154,2785,89.2,3.658,35.25,3.471,Noun,3631.0,0.8,Noun.Adjective.Verb,3631.915.1,3631
ring,4730,2075,4299,1973,92.75,3.675,24.74,3.3172,Noun,3621.0,0.77,Noun.Verb.Name,3621.1100.3,3621
report,5508,2621,5109,2527,108.0,3.7411,31.25,3.4186,Noun,3612.0,0.66,Noun.Verb,3612.1887,3612
position,3676,2191,3613,2171,72.08,3.5655,26.12,3.3408,Noun,3602.0,0.98,Noun.Verb,3602.72,3602
ground,3696,2265,3572,2223,72.47,3.5678,27.0,3.3553,Noun,3545.0,0.96,Noun.Verb.Adjective,3545.114.36,3545
professor,3548,813,1044,519,69.57,3.5501,9.69,2.9106,Noun,3543.0,1.0,Noun.Name,3543.6,3543
nose,3557,2125,3407,2081,69.75,3.5512,25.33,3.3276,Noun,3539.0,1.0,Noun.Verb,3539.17,3539
peace,3550,1867,2937,1624,69.61,3.5504,22.26,3.2714,Noun,3537.0,1.0,Noun.Name,3537.7,3537
sun,3553,1957,3055,1757,69.67,3.5507,23.33,3.2918,Noun,3530.0,0.99,Noun.Name.Verb,3530.18.2,3530
thousand,3534,1802,3449,1763,69.29,3.5484,21.48,3.256,Noun,3529.0,1.0,Noun,3529,3529
key,4430,2165,4165,2099,86.86,3.6465,25.81,3.3357,Noun,3517.0,0.79,Noun.Adjective.Name.Verb,3517.771.71.65,3517
church,3553,1340,2843,1228,69.67,3.5507,15.98,3.1274,Noun,3505.0,0.99,Noun.Name,3505.46,3505
rock,4394,1905,3219,1631,86.16,3.643,22.71,3.2801,Noun,3487.0,0.82,Noun.Verb.Name,3487.725.62,3487
art,3611,1601,2890,1422,70.8,3.5577,19.09,3.2047,Noun,3484.0,0.97,Noun.Name.Verb,3484.87.27,3484
change,12258,5259,11614,5139,240.35,4.0885,62.7,3.721,Verb,8749.0,0.72,Verb.Noun,8749.3484,3484
group,3762,2097,3033,1680,73.76,3.5755,25.0,3.3218,Noun,3456.0,1.0,Noun.Verb,3456.6,3456
joke,3724,2158,3649,2134,73.02,3.5711,25.73,3.3343,Noun,3455.0,0.93,Noun.Verb,3455.267,3455
surprise,4534,2738,3954,2556,88.9,3.6566,32.64,3.4376,Noun,3453.0,0.76,Noun.Verb,3453.1067,3453
relationship,3452,1870,3426,1863,67.69,3.5382,22.29,3.2721,Noun,3450.0,1.0,Noun,3450,3450
play,18081,5343,17006,5231,354.53,4.2572,63.7,3.7279,Verb,14646.0,0.81,Verb.Noun.Name,14646.3417.1,3417
gas,3457,1607,3216,1540,67.78,3.5388,19.16,3.2063,Noun,3412.0,0.99,Noun.Verb,3412.42,3412
sound,7313,4069,6839,3922,143.39,3.8642,48.51,3.6096,Verb,3480.0,0.48,Verb.Noun.Adverb.Adjective.Name,3480.3386.300.140.1,3386
wall,3605,2105,3219,1953,70.69,3.557,25.1,3.3235,Noun,3383.0,0.94,Noun.Name,3383.219,3383
idiot,3377,2147,3112,2032,66.22,3.5287,25.6,3.332,Noun,3373.0,1.0,Noun.Name,3373.1,3373
prison,3368,1527,3071,1474,66.04,3.5275,18.2,3.1841,Noun,3361.0,1.0,Noun.Name,3361.1,3361
land,4494,2074,3993,1923,88.12,3.6527,24.73,3.317,Noun,3345.0,0.75,Noun.Verb.Name,3345.1025.112,3345
need,66040,8076,65122,8064,1294.9,4.8198,96.28,3.9073,Verb,62816.0,0.95,Verb.Noun.Preposition,62816.3338.189,3338
field,3580,1919,3172,1803,70.2,3.554,22.88,3.2833,Noun,3333.0,0.93,Noun.Name.Verb,3333.192.50,3333
cat,3383,1386,2855,1241,66.33,3.5294,16.52,3.1421,Noun,3332.0,0.99,Noun.Name,3332.22,3332
dress,4447,2186,4328,2134,87.2,3.6482,26.06,3.3398,Noun,3328.0,0.75,Noun.Verb.Adjective,3328.1116.1,3328
government,3327,1523,3024,1423,65.24,3.5222,18.16,3.183,Noun,3320.0,1.0,Noun.Name,3320.1,3320
machine,3583,1880,3319,1822,70.25,3.5544,22.41,3.2744,Noun,3318.0,0.93,Noun.Verb.Name,3318.254.3,3318
dance,7550,2465,6993,2378,148.04,3.878,29.39,3.392,Verb,4229.0,0.56,Verb.Noun.Name,4229.3312.3,3312
cash,3694,1919,3231,1801,72.43,3.5676,22.88,3.2833,Noun,3291.0,0.89,Noun.Verb.Name,3291.386.12,3291
foot,3311,2054,3184,2016,64.92,3.5201,24.49,3.3128,Noun,3289.0,0.99,Noun.Verb.Name,3289.15.8,3289
gift,3290,1877,3242,1856,64.51,3.5173,22.38,3.2737,Noun,3287.0,1.0,Noun,3287,3287
sign,6797,3519,6282,3379,133.27,3.8324,41.95,3.5465,Verb,3521.0,0.52,Verb.Noun,3521.3270,3270
tree,3315,1622,3093,1551,65.0,3.5206,19.34,3.2103,Noun,3270.0,0.99,Noun.Name,3270.46,3270
test,4288,2095,4126,2053,84.08,3.6324,24.98,3.3214,Noun,3269.0,0.76,Noun.Verb,3269.1017,3269
sake,3272,2130,3235,2122,64.16,3.5149,25.39,3.3286,Noun,3263.0,1.0,Noun,3263,3263
arm,3336,1945,3239,1906,65.41,3.5234,23.19,3.2891,Noun,3260.0,0.98,Noun.Verb,3260.73,3260
film,3328,1013,3210,974,65.25,3.5223,12.08,3.006,Noun,3259.0,0.98,Noun.Verb.Name,3259.64.1,3259
space,3369,1674,3073,1604,66.06,3.5276,19.96,3.224,Noun,3253.0,0.97,Noun.Verb.Name,3253.101.11,3253
department,3256,1788,2051,1268,63.84,3.5128,21.32,3.2526,Noun,3247.0,1.0,Noun,3247,3247
hat,3273,1728,3096,1691,64.18,3.5151,20.6,3.2378,Noun,3246.0,1.0,Noun.Name,3246.5,3246
favor,3609,2370,3569,2366,70.76,3.5575,28.25,3.3749,Noun,3223.0,0.89,Noun.Preposition.Verb.Name,3223.181.162.38,3223
tape,3511,1484,3394,1440,68.84,3.5456,17.69,3.1717,Noun,3221.0,0.92,Noun.Verb,3221.286,3221
killer,3206,1402,2895,1333,62.86,3.5061,16.71,3.1471,Noun,3193.0,1.0,Noun.Name,3193.11,3193
breakfast,3381,1966,3025,1846,66.29,3.5292,23.44,3.2938,Noun,3190.0,0.95,Noun.Verb.Name,3190.183.1,3190
bathroom,3145,1835,3039,1787,61.67,3.4978,21.88,3.2639,Noun,3145.0,1.0,Noun,3145,3145
weekend,3118,1614,3069,1593,61.14,3.494,19.24,3.2082,Noun,3119.0,1.0,Noun,3119,3119
action,3115,1857,2748,1737,61.08,3.4936,22.14,3.269,Noun,3098.0,1.0,Noun.Verb.Name,3098.7.2,3098
detective,3117,988,1405,675,61.12,3.4939,11.78,2.9952,Noun,3092.0,0.99,Noun.Name,3092.21,3092
wine,3078,1518,2905,1470,60.35,3.4884,18.1,3.1816,Noun,3073.0,1.0,Noun,3073,3073
crap,3151,1996,2970,1934,61.78,3.4986,23.8,3.3004,Noun,3060.0,0.97,Noun.Adjective.Verb.Adverb,3060.48.25.12,3060
sea,3052,1353,2548,1188,59.84,3.4847,16.13,3.1316,Noun,3058.0,1.0,Noun.Name,3058.3,3058
check,14228,5293,10674,4744,278.98,4.1532,63.1,3.7238,Verb,11176.0,0.79,Verb.Noun,11176.3050,3050
flight,3044,1358,2524,1255,59.69,3.4836,16.19,3.1332,Noun,3030.0,1.0,Noun.Name,3030.3,3030
computer,3011,1224,2717,1170,59.04,3.4789,14.59,3.0881,Noun,3006.0,1.0,Noun.Name,3006.1,3006
neck,3035,1961,2956,1931,59.51,3.4823,23.38,3.2927,Noun,2997.0,0.99,Noun.Verb,2997.27,2997
pants,2996,1770,2850,1722,58.75,3.4767,21.1,3.2482,Noun,2989.0,1.0,Noun.Name,2989.3,2989
tea,2990,1407,2668,1322,58.63,3.4758,16.77,3.1486,Noun,2989.0,1.0,Noun.Name,2989.1,2989
glass,3096,1841,2867,1770,60.71,3.4909,21.95,3.2653,Noun,2988.0,0.97,Noun.Name.Verb,2988.94.2,2988
type,3093,1917,2962,1865,60.65,3.4905,22.85,3.2828,Noun,2985.0,0.97,Noun.Verb,2985.106,2985
bunch,3003,2105,2846,2027,58.88,3.4777,25.1,3.3235,Noun,2982.0,0.99,Noun.Verb,2982.18,2982
chief,3973,1374,1876,995,77.9,3.5992,16.38,3.1383,Noun,2979.0,0.75,Noun.Adjective.Name,2979.978.8,2979
will,108306,8129,96790,8073,2123.65,5.0347,96.91,3.9101,Verb,103247.0,0.95,Verb.Noun.Name,103247.2976.1985,2976
kitchen,2974,1815,2807,1750,58.31,3.4735,21.64,3.2591,Noun,2970.0,1.0,Noun,2970,2970
hole,2969,1755,2846,1711,58.22,3.4728,20.92,3.2445,Noun,2945.0,0.99,Noun.Verb,2945.20,2945
north,3258,1616,1583,979,63.88,3.5131,19.27,3.2087,Noun,2942.0,0.9,Noun.Name,2942.315,2942
turn,15630,5931,12394,5519,306.47,4.194,70.71,3.7732,Verb,12694.0,0.81,Verb.Noun,12694.2928,2928
chicken,3148,1570,2555,1394,61.73,3.4982,18.72,3.1962,Noun,2915.0,0.93,Noun.Verb.Adjective.Name,2915.186.29.14,2915
camera,2907,1387,2663,1324,57.0,3.4636,16.54,3.1424,Noun,2902.0,1.0,Noun.Adverb.Name,2902.2.1,2902
heaven,2887,1608,2296,1379,56.61,3.4606,19.17,3.2066,Noun,2884.0,1.0,Noun.Name,2884.1,2884
leg,2882,1588,2832,1566,56.51,3.4598,18.93,3.2011,Noun,2871.0,1.0,Noun.Verb,2871.8,2871
beach,2888,1291,2180,1025,56.63,3.4607,15.39,3.1113,Noun,2859.0,0.99,Noun.Verb.Name,2859.17.11,2859
park,3678,1875,2307,1343,72.12,3.5657,22.35,3.2732,Noun,2846.0,0.78,Noun.Verb.Name,2846.555.268,2846
mess,3985,2614,3856,2560,78.14,3.6005,31.16,3.4175,Noun,2822.0,0.71,Noun.Verb,2822.1162,2822
river,2829,1211,2139,963,55.47,3.4518,14.44,3.0835,Noun,2821.0,1.0,Noun.Name,2821.4,2821
teacher,2842,1305,2522,1266,55.73,3.4538,15.56,3.1159,Noun,2815.0,1.0,Noun.Name,2815.7,2815
south,3288,1693,1411,961,64.47,3.5171,20.18,3.2289,Noun,2810.0,0.86,Noun.Name,2810.470,2810
course,24848,6666,24319,6604,487.22,4.3953,79.47,3.8239,Adverb,21987.0,0.89,Adverb.Noun.Verb,21987.2809.48,2809
aunt,2815,954,912,493,55.2,3.4496,11.37,2.98,Noun,2804.0,1.0,Noun,2804,2804
decision,2808,1810,2797,1807,55.06,3.4486,21.58,3.2579,Noun,2803.0,1.0,Noun,2803,2803
secret,5585,2847,4969,2688,109.51,3.7471,33.94,3.4545,Noun,2792.0,0.5,Noun.Adjective,2792.2782,2792
fool,4556,2370,4311,2308,89.33,3.6587,28.25,3.3749,Noun,2789.0,0.61,Noun.Verb.Adjective,2789.1728.23,2789
suit,3499,1942,3188,1762,68.61,3.5441,23.15,3.2885,Noun,2789.0,0.8,Noun.Verb,2789.704,2789
cell,2772,1459,2656,1430,54.35,3.4429,17.39,3.1644,Noun,2769.0,1.0,Noun,2769,2769
emergency,2776,1646,2329,1506,54.43,3.4436,19.62,3.2167,Noun,2768.0,1.0,Noun.Adjective.Name,2768.4.2,2768
force,3604,1985,2918,1808,70.67,3.5569,23.66,3.298,Noun,2766.0,0.77,Noun.Verb,2766.831,2766
mine,12800,5426,11620,5229,250.98,4.1072,64.69,3.7346,Pronoun,9898.0,0.77,Pronoun.Noun.Verb.Name,9898.2763.122.2,2763
act,5565,3086,5100,2923,109.12,3.7455,36.79,3.4895,Verb,2823.0,0.51,Verb.Noun.Name,2823.2739.3,2739
queen,2789,1188,1681,825,54.69,3.4456,14.16,3.0752,Noun,2735.0,0.98,Noun.Name.Verb,2735.47.3,2735
charge,4559,2675,4201,2554,89.39,3.659,31.89,3.4275,Noun,2726.0,0.6,Noun.Verb.Preposition,2726.1087.742,2726
client,2715,1020,2693,1014,53.24,3.4339,12.16,3.009,Noun,2709.0,1.0,Noun,2709,2709
band,2724,1122,2485,1057,53.41,3.4354,13.38,3.0504,Noun,2705.0,0.99,Noun.Verb.Name,2705.13.1,2705
race,3157,1154,3014,1121,61.9,3.4994,13.76,3.0626,Noun,2696.0,0.86,Noun.Verb,2696.424,2696
spot,3140,2029,2972,1987,61.57,3.4971,24.19,3.3075,Noun,2685.0,0.86,Noun.Verb.Adverb.Adjective.Name,2685.421.15.13.1,2685
west,3088,1571,1122,762,60.55,3.4898,18.73,3.1965,Noun,2685.0,0.87,Noun.Name,2685.390,2685
attack,3853,1957,3636,1901,75.55,3.5859,23.33,3.2918,Noun,2679.0,0.69,Noun.Verb,2679.1176,2679
living,7983,4108,7628,4027,156.53,3.9022,48.97,3.6137,Verb,4129.0,0.52,Verb.Noun.Adjective.Name,4129.2663.1175.1,2663
corner,2679,1806,2573,1761,52.53,3.4281,21.53,3.257,Noun,2645.0,0.99,Noun.Verb,2645.25,2645
pressure,2709,1655,2509,1610,53.12,3.433,19.73,3.2191,Noun,2635.0,0.97,Noun.Verb,2635.69,2635
cup,2634,1566,2373,1494,51.65,3.4208,18.67,3.1951,Noun,2624.0,0.99,Noun.Verb,2624.15,2624
experience,3088,1991,3027,1958,60.55,3.4898,23.74,3.2993,Noun,2614.0,0.85,Noun.Verb,2614.471,2614
duty,2599,1531,2517,1498,50.96,3.415,18.25,3.1853,Noun,2605.0,1.0,Noun,2605,2605
hall,2649,1573,1798,1248,51.94,3.4232,18.75,3.197,Noun,2576.0,0.97,Noun.Name,2576.71,2576
jail,3602,1705,3494,1683,70.63,3.5567,20.33,3.232,Noun,2552.0,0.71,Noun.Verb,2552.1044,2552
watch,16831,5882,11063,4994,330.02,4.2261,70.12,3.7696,Verb,14260.0,0.85,Verb.Noun.Name,14260.2544.3,2544
conversation,2543,1789,2503,1770,49.86,3.4055,21.33,3.2529,Noun,2537.0,1.0,Noun,2537,2537
code,2709,1311,2264,1142,53.12,3.433,15.63,3.1179,Noun,2533.0,0.94,Noun.Verb,2533.174,2533
hero,2542,1381,2398,1356,49.84,3.4053,16.46,3.1405,Noun,2530.0,1.0,Noun.Name,2530.6,2530
bottle,2588,1561,2510,1537,50.75,3.4131,18.61,3.1937,Noun,2519.0,0.97,Noun.Verb,2519.68,2519
trial,2518,960,2441,942,49.37,3.4012,11.44,2.9827,Noun,2516.0,1.0,Noun.Verb,2516.2,2516
spirit,2517,1466,2210,1370,49.35,3.4011,17.48,3.1664,Noun,2510.0,1.0,Noun.Verb.Name,2510.4.1,2510
front,9259,4589,8995,4530,181.55,3.9666,54.71,3.6618,Preposition,4124.0,0.45,Preposition.Noun.Adjective.Adverb.Verb.Name,4124.2504.2162.322.127.9,2504
shop,2731,1613,2564,1545,53.55,3.4365,19.23,3.2079,Noun,2492.0,0.91,Noun.Verb,2492.236,2492
moon,2548,1167,2123,1028,49.96,3.4064,13.91,3.0674,Noun,2487.0,0.98,Noun.Name.Verb,2487.35.27,2487
cousin,2491,1041,2196,993,48.84,3.3965,12.41,3.0179,Noun,2473.0,1.0,Noun.Name,2473.1,2473
enemy,2474,1229,2328,1193,48.51,3.3936,14.65,3.0899,Noun,2472.0,1.0,Noun.Name,2472.2,2472
present,4562,2622,4340,2544,89.45,3.6593,31.26,3.4188,Noun,2468.0,0.54,Noun.Verb.Adjective.Adverb,2468.1108.888.88,2468
memory,2477,1514,2387,1483,48.57,3.3941,18.05,3.1804,Noun,2466.0,1.0,Noun.Name,2466.8,2466
beauty,2460,1504,2100,1367,48.24,3.3911,17.93,3.1775,Noun,2454.0,1.0,Noun,2454,2454
patient,3246,1460,3129,1438,63.65,3.5115,17.41,3.1647,Noun,2451.0,0.76,Noun.Adjective.Name,2451.773.1,2451
chair,2511,1553,2442,1525,49.24,3.4,18.51,3.1915,Noun,2449.0,0.98,Noun.Verb.Name,2449.51.2,2449
advice,2447,1679,2413,1664,47.98,3.3888,20.02,3.2253,Noun,2447.0,1.0,Noun,2447,2447
price,2722,1644,2375,1561,53.37,3.435,19.6,3.2162,Noun,2436.0,0.9,Noun.Name.Verb,2436.233.51,2436
cream,2484,1345,2262,1271,48.71,3.3953,16.03,3.129,Noun,2434.0,0.98,Noun.Adjective.Verb.Name,2434.23.17.3,2434
bomb,2736,934,2561,898,53.65,3.4373,11.13,2.9708,Noun,2428.0,0.89,Noun.Verb.Name,2428.301.10,2428
victim,2434,1176,2325,1155,47.73,3.3865,14.02,3.0708,Noun,2428.0,1.0,Noun.Name,2428.1,2428
note,2731,1622,2545,1540,53.55,3.4365,19.34,3.2103,Noun,2421.0,0.88,Noun.Verb,2421.332,2421
use,17536,6453,16114,6273,343.84,4.244,76.93,3.8098,Verb,15123.0,0.86,Verb.Noun.Name,15123.2408.1,2408
driver,2416,1398,2153,1286,47.37,3.3833,16.67,3.1458,Noun,2401.0,1.0,Noun.Name,2401.6,2401
mission,2400,1135,2178,1036,47.06,3.3804,13.53,3.0554,Noun,2391.0,1.0,Noun.Name,2391.5,2391
pool,2396,1200,2311,1180,46.98,3.3797,14.31,3.0795,Noun,2381.0,0.99,Noun.Verb,2381.12,2381
weapon,2379,1232,2326,1209,46.65,3.3766,14.69,3.091,Noun,2379.0,1.0,Noun,2379,2379
knife,2387,1255,2304,1215,46.8,3.378,14.96,3.099,Noun,2374.0,1.0,Noun.Verb,2374.11,2374
board,3272,1682,2920,1575,64.16,3.5149,20.05,3.2261,Noun,2372.0,0.73,Noun.Adverb.Verb.Preposition,2372.641.219.32,2372
camp,2612,1094,2309,1016,51.22,3.4171,13.04,3.0394,Noun,2366.0,0.91,Noun.Name.Verb.Adjective,2366.214.27.3,2366
restaurant,2373,1244,2248,1212,46.53,3.3755,14.83,3.0952,Noun,2365.0,1.0,Noun,2365,2365
shirt,2365,1400,2330,1383,46.37,3.374,16.69,3.1464,Noun,2363.0,1.0,Noun,2363,2363
east,2527,1461,1027,721,49.55,3.4028,17.42,3.1649,Noun,2359.0,0.94,Noun.Name,2359.162,2359
faith,2363,1220,2008,1159,46.33,3.3736,14.54,3.0867,Noun,2358.0,1.0,Noun.Name,2358.4,2358
respect,3644,2265,3476,2226,71.45,3.5617,27.0,3.3553,Noun,2350.0,0.65,Noun.Verb.Preposition,2350.1267.23,2350
interest,2598,1828,2583,1821,50.94,3.4148,21.79,3.2622,Noun,2336.0,0.9,Noun.Verb,2336.266,2336
wind,3028,1818,2731,1702,59.37,3.4813,21.67,3.2598,Noun,2336.0,0.77,Noun.Verb.Name,2336.686.1,2336
hope,16352,6123,14961,5922,320.63,4.2136,73.0,3.787,Verb,13815.0,0.85,Verb.Noun.Name,13815.2331.189,2331
practice,2330,1456,2206,1409,45.69,3.3675,17.36,3.1635,Noun,2327.0,1.0,Noun.Name,2327.1,2327
size,2353,1695,2267,1652,46.14,3.3718,20.21,3.2294,Noun,2323.0,0.99,Noun.Verb,2323.31,2323
mister,2326,1228,1496,906,45.61,3.3668,14.64,3.0896,Noun,2322.0,1.0,Noun,2322,2322
ticket,2324,1322,2243,1287,45.57,3.3664,15.76,3.1216,Noun,2319.0,1.0,Noun,2319,2319
animal,2320,1372,2086,1281,45.49,3.3657,16.36,3.1377,Noun,2312.0,1.0,Noun.Adjective,2312.6,2312
center,2335,1255,1512,977,45.78,3.3685,14.96,3.099,Noun,2310.0,0.99,Noun.Name.Verb,2310.11.9,2310
address,2666,1688,2571,1642,52.27,3.426,20.12,3.2276,Noun,2299.0,0.86,Noun.Verb,2299.359,2299
grandma,2325,853,599,352,45.59,3.3666,10.17,2.9315,Noun,2299.0,1.0,Noun.Name,2299.3,2299
walk,11009,4848,10219,4695,215.86,4.0418,57.8,3.6857,Verb,8691.0,0.79,Verb.Noun.Name,8691.2295.2,2295
cake,2298,1197,2197,1169,45.06,3.3615,14.27,3.0785,Noun,2287.0,1.0,Noun.Verb,2287.7,2287
stage,2324,1176,2193,1139,45.57,3.3664,14.02,3.0708,Noun,2283.0,0.99,Noun.Verb.Name,2283.33.1,2283
career,2305,1506,2250,1493,45.2,3.3629,17.95,3.1781,Noun,2282.0,0.99,Noun.Verb,2282.23,2282
step,6052,3343,4533,2864,118.67,3.782,39.85,3.5243,Verb,3758.0,0.62,Verb.Noun.Name,3758.2282.2,2282
sky,2285,1233,2023,1178,44.8,3.3591,14.7,3.0913,Noun,2275.0,1.0,Noun.Name.Verb,2275.3.2,2275
bill,6041,1868,1784,1115,118.45,3.7812,22.27,3.2716,Name,3714.0,0.62,Name.Noun.Verb,3714.2273.39,2273
prince,2299,689,979,396,45.08,3.3617,8.21,2.8388,Noun,2269.0,0.99,Noun.Name,2269.27,2269
fellow,2987,1525,2846,1478,58.57,3.4754,18.18,3.1836,Noun,2265.0,0.76,Noun.Adjective.Name,2265.726.1,2265
